Rank,Finalworth,Category,Personname,Age,Birthyear,City,Source,Industries,Countryofcitizenship,Organization,Selfmade,Status,Gender,Title,State,Residencestateregion, CPI Country, CPI Change Country (%),GDP Country,Gross Tertiary Education Enrollment (%),Gross Primary Education Enrollment Country,Life Expectancy Country (%),Tax Revenue Country Country (%),Total Tax Rate Country (%),Population Country
2405,1100,Technology,Marina Budiman,61,1961,Jakarta,Data centers,Technology,Indonesia,-,TRUE,D,F,-,-,-,151.18,3,"$1,119,190,780,753 ",36.3,106.4,71.5,10.2,30.1,270203917
2405,1100,Food & Beverage,Pradip Burman,80,1942,Delhi,Consumer goods,Food & Beverage,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Cai Hongbin, -, -,Lianyungang,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Cao Kejian,60,1962,Quzhou,Air compressors,Manufacturing,China,-,TRUE,E,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Giuliana Caprotti,82,1940,Milan,Supermarkets,Food & Beverage,Italy,-,FALSE,D,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2405,1100,Food & Beverage,Marina Caprotti,45,1978,Milan,Supermarkets,Food & Beverage,Italy,-,FALSE,D,F,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2405,1100,Technology,Chang Jing,40,1982,Beijing,Technology,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Chen Baohua,61,1962,Linhai,Pharmaceutical,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Energy,Gang Chen,55,1968,Guangzhou,Solar energy,Energy,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Logistics,Liying Chen,47,1975,Shanghai,Package delivery,Logistics,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Tony Chen,73,1949,Taichung,Electronics,Technology,Taiwan,-,TRUE,U,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Manufacturing,Chen Xueling,55,1967,Shantou,Stationery,Manufacturing,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Cheng Lili,58,1965,Changzhou,Poultry breeding,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Cho Jyh-jer, -, -,-,Semiconductors,Technology,Taiwan,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Technology,Weili Dai,61,1961,Las Vegas,Semiconductors,Technology,United States,Marvell Technology Group Ltd.,TRUE,D,F,Cofounder-President,Nevada,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Carmen Daurella Aguilera, -, -,Barcelona,Coca-Cola bottler,Food & Beverage,Spain,-,FALSE,R,F,-,-,-,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781
2405,1100,Manufacturing,Deng Yingzhong,72,1951,Zhongshan,Paper,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Finance & Investments,Shlomo Eliahu,87,1936,Tel Aviv,Insurance,Finance & Investments,Israel,-,TRUE,D,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
2405,1100,Finance & Investments,Henry Engelhardt,65,1958,Cardiff,Insurance,Finance & Investments,United States,Admiral Group ,TRUE,D,M,Chief Executive Officer,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Service,Gabriel Escarrer,88,1935,Palma de Majorca,Hotels,Service,Spain,-,TRUE,E,M,-,-,-,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781
2405,1100,Manufacturing,Daniel Feffer,63,1959,São Paulo,Pulp and paper,Manufacturing,Brazil,-,FALSE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
2405,1100,Manufacturing,Ruben Feffer,53, -,São Paulo,Pulp and paper,Manufacturing,Brazil,-,FALSE,D,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
2405,1100,Telecom,Gleb Fetisov,56,1966,Limassol,Investments,Telecom,Russia,-,TRUE,D,M,-,-,-,102.51,0.3,"$24,564,647,935 ",75.9,99.3,80.8,24.5,22.4,1198575
2405,1100,Fashion & Retail,Paul Fireman,79,1944,Brookline,Reebok,Fashion & Retail,United States,-,TRUE,E,M,-,Massachusetts,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Robert Fisher,69,1953,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,FALSE,D,M,Chairman of the Board,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Bernd Freier,66,1957,Rottendorf,Fashion retail,Fashion & Retail,Germany,-,TRUE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2405,1100,Manufacturing,Donald Friese,82,1940,Los Angeles,Manufacturing,Manufacturing,United States,-,TRUE,E,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,Gan Zhongru,74,1948,Beijing,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Rahul Gautam,70,1952,Delhi,Mattresses,Fashion & Retail,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Finance & Investments,David Golub,60,1962,New York,Private equity,Finance & Investments,United States,-,TRUE,E,M,Investor,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Real Estate,Pavel Golubkov,47,1976,Moscow,"Building, development",Real Estate,Russia,-,TRUE,N,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2405,1100,Fashion & Retail,Cristina Green, -, -,London,Fashion retail,Fashion & Retail,United Kingdom,-,TRUE,Split Family Fortune,F,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Fashion & Retail,Philip Green, -, -,London,Fashion retail,Fashion & Retail,United Kingdom,-,TRUE,Split Family Fortune,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Energy,Said Gutseriev,34,1988,London,"Retail, investments",Energy,Russia,-,FALSE,R,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Service,Polys Haji-Ioannou,63,1960,Monaco,EasyJet,Service,Cyprus,-,FALSE,U,M,-,-,-,-,-,"$7,184,844,193 ",-,-,-,-,-,38964
2405,1100,Food & Beverage,He Zuxun,57,1965,Kunming,Pig breeding,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Finance & Investments,Christian Herz, -, -,Hamburg,Coffee,Finance & Investments,Germany,-,FALSE,E,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2405,1100,Finance & Investments,Michaela Herz, -, -,Hamburg,Coffee,Finance & Investments,Germany,-,FALSE,E,F,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2405,1100,Technology,David Hindawi,78,1944,Seattle,Software,Technology,United States,Tanium,TRUE,D,M,Executive Chairman,Washington,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Technology,Huang Shan,52,1970,Shenzhen,Software,Technology,China,-,TRUE,R,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Huang Xiaofen & family,61,1962,Shenzhen,Printed circuit boards,Technology,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Automotive,Hiroshi Ishibashi,76,1946,Tokyo,Tires,Automotive,Japan,-,FALSE,U,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
2405,1100,Gambling & Casinos,Masayuki Ishihara,74,1948,Tokyo,Pachinko machines,Gambling & Casinos,Japan,-,FALSE,R,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
2405,1100,Finance & Investments,Chatchai Kaewbootta,71,1951,Bangkok,Auto loans,Finance & Investments,Thailand,-,TRUE,D,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
2405,1100,Finance & Investments,Nikhil Kamath,36,1986,Bangalore,Financial services,Finance & Investments,India,-,TRUE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Finance & Investments,Jonas Kamprad,57,1966,London,IKEA,Finance & Investments,Sweden,-,FALSE,E,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Mathias Kamprad,53,1969,London,IKEA,Finance & Investments,Sweden,-,FALSE,E,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Peter Kamprad,59,1964,Tervuren,IKEA,Finance & Investments,Sweden,-,FALSE,E,M,-,-,-,117.11,1.4,"$529,606,710,418 ",79.7,103.9,81.6,24,55.4,11484055
2405,1100,Service,Fumio Kaneko,66,1956,Kobe,Waste management,Service,Japan,-,TRUE,N,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
2405,1100,Automotive,Sunjay Kapur,51,1971,Delhi,Auto parts,Automotive,United States,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Ali Metin Kazanci,88,1934,Istanbul,Energy,Energy,Turkey,-,TRUE,R,M,-,-,-,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615
2405,1100,Healthcare,Kangbao Ke & family,60,1963,Guangzhou,Retailing,Healthcare,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Sports,Carsten Koerl,58,1964,Zurich,Sports data,Sports,Germany,-,TRUE,D,M,"Entrepreneur, Investor",-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
2405,1100,Technology,Koo Bon-sik,64,1958,Seoul,LG,Technology,South Korea,Heesung,FALSE,E,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
2405,1100,Energy,Andrei Kosogov,62,1961,Moscow,Banking,Energy,Russia,-,TRUE,D,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2405,1100,Manufacturing,Yogesh Kothari,74,1949,Mumbai,Specialty chemicals,Manufacturing,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Arvind Lal,73,1949,Delhi,Medical diagnostics,Healthcare,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Gambling & Casinos,Manuel Lao Hernández,78,1944,Matadepera,Casinos,Gambling & Casinos,Spain,-,TRUE,D,M,-,-,-,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781
2405,1100,Construction & Engineering,Lee Joong-keun,82,1941,Seoul,"Construction, real estate",Construction & Engineering,South Korea,Booyoung Group,TRUE,D,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
2405,1100,Finance & Investments,Nancy Lerner,62,1960,Cleveland,"Banking, credit cards",Finance & Investments,United States,-,FALSE,E,F,-,Ohio,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Norma Lerner,87,1936,Cleveland,Banking,Finance & Investments,United States,-,FALSE,E,F,-,Ohio,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Randolph Lerner,61,1962,Cleveland,"Banking, credit cards",Finance & Investments,United States,-,FALSE,E,M,-,Ohio,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,Lin Zhijun,47,1975,Xiamen,Medical devices,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Lin Zhixiong & family,49,1973,Xiamen,Medical devices,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Jeffrey Lorberbaum,68,1954,Chattanooga,Flooring,Manufacturing,United States,-,FALSE,D,M,-,Tennessee,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Telecom,Lu Rongfu,52,1971,Xiamen,Telecommunication,Telecom,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Lyu Yixiong,60,1963,Shanghai,Cosmetics,Fashion & Retail,China,-,TRUE,N,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Soichiro Minami,46,1976,Tokyo,Internet and software,Technology,Japan,-,TRUE,E,M,-,-,-,105.48,0.5,"$5,081,769,542,380 ",63.2,98.8,84.2,11.9,46.7,126226568
2405,1100,Automotive,Pawan Munjal,68,1954,Delhi,Two wheelers,Automotive,India,-,FALSE,Split Family Fortune,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Automotive,Renu Munjal,68,1955,Delhi,Two wheelers,Automotive,India,-,FALSE,Split Family Fortune,F,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Automotive,Suman Munjal,70,1953,Delhi,Motorcycles,Automotive,India,-,FALSE,Split Family Fortune,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Dmitry Nikolaev,56,1966,Kemerovo,Coal,Energy,Russia,-,TRUE,N,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
2405,1100,Automotive,Sjamsul Nursalim,81,1942,Singapore,"Tires, retail",Automotive,Indonesia,-,FALSE,R,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
2405,1100,Fashion & Retail,Adrian Paval,54,1968,Bacau,Retail,Fashion & Retail,Romania,-,TRUE,U,M,-,-,-,123.78,3.8,"$250,077,444,017 ",49.4,85.2,75.4,14.6,20,19356544
2405,1100,Diversified,Antonio Percassi,69,1953,Bergamo,"Real estate, diversified",Diversified,Italy,-,TRUE,D,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
2405,1100,Fashion & Retail,Kevin Plank,50,1972,Lutherville-Timonium,Under Armour,Fashion & Retail,United States,Under Armour,TRUE,D,M,Chairman and CEO,Maryland,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Healthcare,G.V. Prasad,62,1960,Hyderabad,Pharmaceuticals,Healthcare,India,-,FALSE,U,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Healthcare,Pu Zhongjie & family,60,1963,Beijing,Medical equipment,Healthcare,China,-,TRUE,E,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Rao Wei & family,58,1964,Shenzhen,Pharmaceuticals,Healthcare,China,-,TRUE,R,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Service,Helena Revoredo,76,1947,Madrid,Security services,Service,Spain,-,FALSE,D,F,-,-,-,110.96,0.7,"$1,394,116,310,769 ",88.9,102.7,83.3,14.2,47,47076781
2405,1100,Finance & Investments,Matthew Roszak,50,1972,Chicago,Cryptocurrency,Finance & Investments,United States,-,TRUE,D,M,-,Illinois,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Technology,Paul Sciarra,42,1981,San Francisco,Pinterest,Technology,United States,-,TRUE,D,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Rajesh Sharma,53,1970,Mumbai,Finance,Finance & Investments,India,-,FALSE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2405,1100,Energy,Dean Solon,58,1965,Gallatin,Solar systems,Energy,United States,-,TRUE,U,M,-,Tennessee,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Finance & Investments,Michael Spencer,67,1955,"London, Suffolk",Stock exchange,Finance & Investments,United Kingdom,-,TRUE,E,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
2405,1100,Finance & Investments,Joseph Steinberg,79,1944,New York,Investments,Finance & Investments,United States,-,TRUE,U,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Food & Beverage,Zachary Stern,41,1982,Jackson,Liquor,Food & Beverage,United States,-,FALSE,Split Family Fortune,M,-,Wyoming,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Manufacturing,Manny Stul,73,1949,Melbourne,Toys,Manufacturing,Australia,-,TRUE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
2405,1100,Technology,Sun Hongjun,49,1973,Shanghai,Semiconductors,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Sun Weijie,59,1963,Yantai,Oilfield equipment,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Sehat Sutardja,61,1961,Las Vegas,Semiconductors,Technology,United States,-,TRUE,D,M,-,Nevada,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Media & Entertainment,Min-Liang Tan,45,1977,Singapore,gaming,Media & Entertainment,Singapore,-,TRUE,R,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
2405,1100,Fashion & Retail,Tan Yu Yeh,52,1971,Selangor,Retail,Fashion & Retail,Malaysia,-,TRUE,D,M,-,-,-,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385
2405,1100,Automotive,Tang Aoqi & family,77,1945,Changzhou,Auto parts,Automotive,China,-,TRUE,N,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Vonnarat Tangkaravakoon,51,1971,Bangkok,"Wire & cables, paints",Manufacturing,Thailand,-,FALSE,D,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
2405,1100,Food & Beverage,Tsao Ter-fung,76,1947,Taipei,Food,Food & Beverage,Taiwan,-,TRUE,N,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Manufacturing,Tung Ching Sai,58,1965,Dongguan,Manufacturing,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Arkady Volozh,59,1964,Tel Aviv,Search engine,Technology,Russia,-,TRUE,R,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
2405,1100,Manufacturing,Peter-Alexander Wacker,71,1951,Starnberg,Chemicals,Manufacturing,Germany,-,FALSE,U,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2405,1100,Food & Beverage,Wan Long,82,1940,Luohe,Food,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Diversified,Wang Han,35,1987,Shanghai,Airline,Diversified,China,-,FALSE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Media & Entertainment,Lars Wingefors,46,1977,Karlstad,Video games,Media & Entertainment,Sweden,-,TRUE,D,M,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
2405,1100,Manufacturing,Allan Wong,73,1950,Hong Kong,Electronics,Manufacturing,Hong Kong,-,TRUE,E,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Sports,Tiger Woods,47,1975,Jupiter Island,Golf,Sports,United States,PGA,TRUE,N,M,Athlete,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
2405,1100,Fashion & Retail,Horst Wortmann,81,1941,Detmold,Footwear,Fashion & Retail,Germany,-,TRUE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
2405,1100,Telecom,Wu Kaiting,53,1969,Xiamen,Electronics,Telecom,Hong Kong,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Wu Li-gann,82,1941,Kaohsiung,Electronic components,Manufacturing,Taiwan,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Food & Beverage,Wu Xiangdong,54,1969,Beijing,Consumer,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Xiu Laigui,68,1954,Tonghua,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Healthcare,Xu Jiangnan,61,1962,Leping,Vitamins,Healthcare,China,-,TRUE,N,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Telecom,Xue Jiping,72,1951,Nantong,Cable,Telecom,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Yao Hsiao Tung,83,1940,Singapore,Manufacturing,Manufacturing,Singapore,-,TRUE,U,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
2405,1100,Technology,Ye Qiongjiu,68,1954,Hangzhou,Software,Technology,China,-,TRUE,U,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Yanqiao Ye,53,1969,Foshan,Soy sauce,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Yeh Kuo-I,81,1941,-,Manufacturing,Manufacturing,Taiwan,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
2405,1100,Media & Entertainment,Yu Faxiang,51,1971,Shaoxing,"Tourism, cultural industry",Media & Entertainment,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Metals & Mining,Zeng Chaolin,40,1982,Yongzhou,Aluminium,Metals & Mining,China,-,FALSE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Construction & Engineering,Kapeng Zhang,58,1965,Linhai,Building materials,Construction & Engineering,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Fashion & Retail,Zhang Xuansong,51,1971,Fuzhou,Supermarkets,Fashion & Retail,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Food & Beverage,Zhang Xuewu,48,1974,Changsha,Snacks,Food & Beverage,China,-,TRUE,R,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Technology,Zhu Yiming,50,1972,Beijing,Semiconductors,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Zhu Zhaojiang,49,1974,Shenzhen,Smartphones,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
2405,1100,Manufacturing,Zhuo Jun,57,1966,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,-,FALSE,D,F,-,-,-,-,-,-,-,-,-,-,-,-
2540,1000,Food & Beverage,Manohar Lal Agarwal,68,1954,Delhi,Snacks,Food & Beverage,India,-,FALSE,N,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
2540,1000,Finance & Investments,Christian Angermayer,44,1978,London,Investments,Finance & Investments,Germany,-,TRUE,D,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
